,buying,maint,doors,persons,lug_boot,safety,rating
337,low,med,4,4,med,med,vgood
337,med,med,3,4,med,med,vgood
337,low,med,3,more,big,high,vgood
338,low,med,5more,more,med,high,vgood
338,med,med,5more,4,small,med,vgood
338,low,med,5more,more,med,high,acc
338,med,med,5more,4,small,med,acc
339,med,vhigh,4,4,small,high,acc
339,med,med,5more,4,big,high,acc
339,vhigh,low,2,4,big,low,acc
339,med,vhigh,4,4,small,high,vgood
339,med,med,5more,4,big,high,vgood
339,vhigh,low,2,4,big,low,vgood
339,med,vhigh,4,4,small,high,unacc
339,med,med,5more,4,big,high,unacc
339,vhigh,low,2,4,big,low,unacc
340,med,low,5more,more,big,high,vgood
340,low,med,2,more,med,high,vgood
340,med,low,5more,more,big,high,good
340,low,med,2,more,med,high,good
341,low,low,3,more,big,med,good
341,med,vhigh,4,more,big,high,good
341,low,low,3,more,big,med,acc
341,med,vhigh,4,more,big,high,acc
342,low,low,3,4,big,high,vgood
342,low,med,2,4,med,high,vgood
342,high,med,5more,4,big,high,vgood
342,low,low,3,4,big,high,good
342,low,med,2,4,med,high,good
342,high,med,5more,4,big,high,good
342,low,low,3,4,big,high,acc
342,low,med,2,4,med,high,acc
342,high,med,5more,4,big,high,acc
343,low,low,4,4,big,med,good
344,low,med,3,more,big,med,good
344,vhigh,low,3,more,med,med,good
344,low,high,5more,more,med,high,good
344,vhigh,low,2,more,small,high,good
344,low,med,3,more,big,med,acc
344,vhigh,low,3,more,med,med,acc
344,low,high,5more,more,med,high,acc
344,vhigh,low,2,more,small,high,acc
344,low,med,3,more,big,med,vgood
344,vhigh,low,3,more,med,med,vgood
344,low,high,5more,more,med,high,vgood
344,vhigh,low,2,more,small,high,vgood
344,low,med,3,more,big,med,unacc
344,vhigh,low,3,more,med,med,unacc
344,low,high,5more,more,med,high,unacc
344,vhigh,low,2,more,small,high,unacc
345,low,med,5more,more,big,med,good
346,vhigh,low,2,more,med,med,unacc
346,vhigh,low,5more,more,med,high,unacc
346,low,low,3,more,med,med,unacc
346,vhigh,low,2,more,med,med,acc
346,vhigh,low,5more,more,med,high,acc
346,low,low,3,more,med,med,acc
346,vhigh,low,2,more,med,med,good
346,vhigh,low,5more,more,med,high,good
346,low,low,3,more,med,med,good
347,low,low,4,4,big,high,vgood
348,med,low,4,4,med,med,good
348,high,med,5more,more,med,high,good
348,vhigh,low,2,more,big,low,good
348,med,low,4,4,med,med,acc
348,high,med,5more,more,med,high,acc
348,vhigh,low,2,more,big,low,acc
348,med,low,4,4,med,med,unacc
348,high,med,5more,more,med,high,unacc
348,vhigh,low,2,more,big,low,unacc
349,low,high,2,more,big,med,acc
349,med,med,3,more,med,high,acc
349,low,high,2,more,big,med,vgood
349,med,med,3,more,med,high,vgood
350,med,low,5more,4,big,med,good
350,high,med,4,4,big,med,good
350,med,low,5more,4,big,med,acc
350,high,med,4,4,big,med,acc
351,vhigh,low,3,2,small,low,unacc
351,med,low,4,more,small,high,unacc
351,high,high,2,4,big,high,unacc
351,vhigh,low,3,2,small,low,good
351,med,low,4,more,small,high,good
351,high,high,2,4,big,high,good
351,vhigh,low,3,2,small,low,acc
351,med,low,4,more,small,high,acc
351,high,high,2,4,big,high,acc
352,med,low,4,more,med,high,vgood
352,med,low,5more,more,small,med,vgood
352,med,low,4,more,med,high,acc
352,med,low,5more,more,small,med,acc
353,med,med,4,4,big,high,vgood
353,med,high,4,more,med,high,vgood
353,med,med,4,4,big,high,acc
353,med,high,4,more,med,high,acc
354,vhigh,low,3,2,med,low,unacc
354,low,low,4,more,big,med,unacc
354,vhigh,low,3,2,med,low,good
354,low,low,4,more,big,med,good
355,low,med,4,more,med,high,vgood
355,vhigh,low,3,2,med,med,vgood
355,low,med,5more,more,med,med,vgood
355,high,low,5more,4,med,med,vgood
355,low,med,4,more,med,high,unacc
355,vhigh,low,3,2,med,med,unacc
355,low,med,5more,more,med,med,unacc
355,high,low,5more,4,med,med,unacc
355,low,med,4,more,med,high,good
355,vhigh,low,3,2,med,med,good
355,low,med,5more,more,med,med,good
355,high,low,5more,4,med,med,good
355,low,med,4,more,med,high,acc
355,vhigh,low,3,2,med,med,acc
355,low,med,5more,more,med,med,acc
355,high,low,5more,4,med,med,acc
356,med,low,3,more,med,high,vgood
356,vhigh,low,3,2,med,high,vgood
356,med,low,5more,more,med,med,vgood
356,low,vhigh,5more,4,big,med,vgood
356,med,low,3,more,med,high,unacc
356,vhigh,low,3,2,med,high,unacc
356,med,low,5more,more,med,med,unacc
356,low,vhigh,5more,4,big,med,unacc
356,med,low,3,more,med,high,good
356,vhigh,low,3,2,med,high,good
356,med,low,5more,more,med,med,good
356,low,vhigh,5more,4,big,med,good
356,med,low,3,more,med,high,acc
356,vhigh,low,3,2,med,high,acc
356,med,low,5more,more,med,med,acc
356,low,vhigh,5more,4,big,med,acc
357,high,med,2,4,med,high,acc
357,low,low,3,4,med,high,acc
357,low,low,2,more,big,high,acc
357,high,med,2,4,med,high,good
357,low,low,3,4,med,high,good
357,low,low,2,more,big,high,good
357,high,med,2,4,med,high,vgood
357,low,low,3,4,med,high,vgood
357,low,low,2,more,big,high,vgood
358,low,med,2,4,med,high,good
358,vhigh,low,3,2,big,med,good
358,high,low,4,4,med,med,good
358,med,med,3,more,med,high,good
358,low,med,2,4,med,high,unacc
358,vhigh,low,3,2,big,med,unacc
358,high,low,4,4,med,med,unacc
358,med,med,3,more,med,high,unacc
358,low,med,2,4,med,high,acc
358,vhigh,low,3,2,big,med,acc
358,high,low,4,4,med,med,acc
358,med,med,3,more,med,high,acc
358,low,med,2,4,med,high,vgood
358,vhigh,low,3,2,big,med,vgood
358,high,low,4,4,med,med,vgood
358,med,med,3,more,med,high,vgood
359,low,med,2,4,big,high,vgood
359,vhigh,low,3,2,big,high,vgood
359,low,med,2,4,big,high,unacc
359,vhigh,low,3,2,big,high,unacc
360,low,low,5more,more,big,high,vgood
360,low,low,5more,more,big,med,vgood
360,low,low,5more,more,big,high,good
360,low,low,5more,more,big,med,good
361,vhigh,low,3,4,small,med,unacc
361,low,med,3,more,med,med,unacc
361,vhigh,low,3,4,small,med,good
361,low,med,3,more,med,med,good
362,med,low,3,more,big,high,vgood
362,low,low,3,4,med,high,vgood
362,med,low,3,more,big,high,good
362,low,low,3,4,med,high,good
363,med,low,3,4,big,med,good
363,vhigh,low,3,4,med,low,good
363,vhigh,low,3,more,med,high,good
363,med,low,4,4,med,high,good
363,med,low,3,4,big,med,unacc
363,vhigh,low,3,4,med,low,unacc
363,vhigh,low,3,more,med,high,unacc
363,med,low,4,4,med,high,unacc
363,med,low,3,4,big,med,acc
363,vhigh,low,3,4,med,low,acc
363,vhigh,low,3,more,med,high,acc
363,med,low,4,4,med,high,acc
363,med,low,3,4,big,med,vgood
363,vhigh,low,3,4,med,low,vgood
363,vhigh,low,3,more,med,high,vgood
363,med,low,4,4,med,high,vgood
364,med,med,4,4,med,high,vgood
364,med,low,2,more,med,high,vgood
364,vhigh,med,5more,more,small,high,vgood
364,med,med,4,4,med,high,good
364,med,low,2,more,med,high,good
364,vhigh,med,5more,more,small,high,good
364,med,med,4,4,med,high,acc
364,med,low,2,more,med,high,acc
364,vhigh,med,5more,more,small,high,acc
365,low,med,4,4,big,med,good
365,med,med,2,more,big,high,good
365,high,low,3,4,med,high,good
365,low,med,4,4,big,med,vgood
365,med,med,2,more,big,high,vgood
365,high,low,3,4,med,high,vgood
365,low,med,4,4,big,med,acc
365,med,med,2,more,big,high,acc
365,high,low,3,4,med,high,acc
366,high,med,5more,more,med,med,acc
366,vhigh,low,3,4,big,low,acc
366,med,low,5more,4,med,high,acc
366,high,med,5more,more,med,med,unacc
366,vhigh,low,3,4,big,low,unacc
366,med,low,5more,4,med,high,unacc
366,high,med,5more,more,med,med,vgood
366,vhigh,low,3,4,big,low,vgood
366,med,low,5more,4,med,high,vgood
367,med,low,2,4,med,high,good
367,high,low,5more,4,med,high,good
367,low,med,5more,more,big,high,good
367,med,low,2,4,med,high,acc
367,high,low,5more,4,med,high,acc
367,low,med,5more,more,big,high,acc
367,med,low,2,4,med,high,vgood
367,high,low,5more,4,med,high,vgood
367,low,med,5more,more,big,high,vgood
368,low,med,3,more,med,med,good
368,low,high,3,4,med,high,good
368,low,med,3,more,med,med,acc
368,low,high,3,4,med,high,acc
369,low,med,2,4,big,med,good
369,low,med,5more,4,med,high,good
369,med,high,5more,more,big,high,good
369,low,med,2,4,big,med,vgood
369,low,med,5more,4,med,high,vgood
369,med,high,5more,more,big,high,vgood
369,low,med,2,4,big,med,acc
369,low,med,5more,4,med,high,acc
369,med,high,5more,more,big,high,acc
370,low,high,2,more,big,high,vgood
370,low,med,3,more,med,med,vgood
370,vhigh,low,3,more,small,med,vgood
370,low,high,2,more,big,high,good
370,low,med,3,more,med,med,good
370,vhigh,low,3,more,small,med,good
370,low,high,2,more,big,high,unacc
370,low,med,3,more,med,med,unacc
370,vhigh,low,3,more,small,med,unacc
371,high,med,4,4,big,med,acc
371,low,low,2,more,med,high,acc
371,high,med,4,4,big,med,good
371,low,low,2,more,med,high,good
372,low,low,5more,4,med,high,vgood
372,high,med,3,more,big,high,vgood
372,med,low,2,more,big,med,vgood
372,vhigh,low,3,more,med,low,vgood
372,low,low,5more,4,med,high,acc
372,high,med,3,more,big,high,acc
372,med,low,2,more,big,med,acc
372,vhigh,low,3,more,med,low,acc
372,low,low,5more,4,med,high,good
372,high,med,3,more,big,high,good
372,med,low,2,more,big,med,good
372,vhigh,low,3,more,med,low,good
372,low,low,5more,4,med,high,unacc
372,high,med,3,more,big,high,unacc
372,med,low,2,more,big,med,unacc
372,vhigh,low,3,more,med,low,unacc
373,low,med,2,more,big,high,vgood
373,low,high,5more,more,big,med,vgood
373,low,med,4,more,small,high,vgood
373,low,med,2,more,big,high,acc
373,low,high,5more,more,big,med,acc
373,low,med,4,more,small,high,acc
373,low,med,2,more,big,high,good
373,low,high,5more,more,big,med,good
373,low,med,4,more,small,high,good
374,low,med,4,4,small,high,good
374,high,low,3,more,med,med,good
374,med,low,4,4,big,high,good
374,low,med,4,4,small,high,acc
374,high,low,3,more,med,med,acc
374,med,low,4,4,big,high,acc
374,low,med,4,4,small,high,vgood
374,high,low,3,more,med,med,vgood
374,med,low,4,4,big,high,vgood
375,low,vhigh,2,more,med,high,acc
375,med,low,5more,4,small,high,acc
375,vhigh,low,3,more,big,low,acc
375,low,vhigh,2,more,med,high,good
375,med,low,5more,4,small,high,good
375,vhigh,low,3,more,big,low,good
375,low,vhigh,2,more,med,high,unacc
375,med,low,5more,4,small,high,unacc
375,vhigh,low,3,more,big,low,unacc
376,med,vhigh,3,4,small,high,acc
376,low,med,4,4,med,high,acc
376,low,med,3,4,big,med,acc
376,med,vhigh,3,4,small,high,vgood
376,low,med,4,4,med,high,vgood
376,low,med,3,4,big,med,vgood
376,med,vhigh,3,4,small,high,good
376,low,med,4,4,med,high,good
376,low,med,3,4,big,med,good
377,med,med,5more,4,med,med,acc
377,low,low,5more,more,big,high,acc
377,med,med,5more,4,med,med,vgood
377,low,low,5more,more,big,high,vgood
378,vhigh,low,4,2,small,low,unacc
378,low,med,5more,4,small,high,unacc
378,low,low,2,more,big,high,unacc
378,low,high,4,more,small,med,unacc
378,vhigh,low,4,2,small,low,good
378,low,med,5more,4,small,high,good
378,low,low,2,more,big,high,good
378,low,high,4,more,small,med,good
378,vhigh,low,4,2,small,low,vgood
378,low,med,5more,4,small,high,vgood
378,low,low,2,more,big,high,vgood
378,low,high,4,more,small,med,vgood
378,vhigh,low,4,2,small,low,acc
378,low,med,5more,4,small,high,acc
378,low,low,2,more,big,high,acc
378,low,high,4,more,small,med,acc
379,med,low,4,more,big,high,vgood
379,vhigh,low,4,2,small,med,vgood
379,med,low,3,more,small,high,vgood
379,vhigh,low,5more,more,med,med,vgood
379,med,low,4,more,big,high,unacc
379,vhigh,low,4,2,small,med,unacc
379,med,low,3,more,small,high,unacc
379,vhigh,low,5more,more,med,med,unacc
379,med,low,4,more,big,high,good
379,vhigh,low,4,2,small,med,good
379,med,low,3,more,small,high,good
379,vhigh,low,5more,more,med,med,good
379,med,low,4,more,big,high,acc
379,vhigh,low,4,2,small,med,acc
379,med,low,3,more,small,high,acc
379,vhigh,low,5more,more,med,med,acc
380,vhigh,low,4,2,small,high,unacc
380,low,low,2,more,med,high,unacc
380,med,high,5more,4,med,high,unacc
380,low,med,3,more,med,high,unacc
380,vhigh,low,4,2,small,high,good
380,low,low,2,more,med,high,good
380,med,high,5more,4,med,high,good
380,low,med,3,more,med,high,good
380,vhigh,low,4,2,small,high,acc
380,low,low,2,more,med,high,acc
380,med,high,5more,4,med,high,acc
380,low,med,3,more,med,high,acc
380,vhigh,low,4,2,small,high,vgood
380,low,low,2,more,med,high,vgood
380,med,high,5more,4,med,high,vgood
380,low,med,3,more,med,high,vgood
381,low,med,5more,more,big,high,vgood
381,low,low,5more,4,med,med,vgood
381,med,low,5more,more,small,med,vgood
381,vhigh,low,4,2,med,low,vgood
381,low,med,5more,more,big,high,good
381,low,low,5more,4,med,med,good
381,med,low,5more,more,small,med,good
381,vhigh,low,4,2,med,low,good
381,low,med,5more,more,big,high,acc
381,low,low,5more,4,med,med,acc
381,med,low,5more,more,small,med,acc
381,vhigh,low,4,2,med,low,acc
381,low,med,5more,more,big,high,unacc
381,low,low,5more,4,med,med,unacc
381,med,low,5more,more,small,med,unacc
381,vhigh,low,4,2,med,low,unacc
382,low,low,2,more,big,high,vgood
383,high,med,5more,more,med,high,acc
383,vhigh,low,4,2,med,high,acc
383,high,med,5more,more,med,high,unacc
383,vhigh,low,4,2,med,high,unacc
384,vhigh,low,4,2,big,low,unacc
386,vhigh,low,4,2,big,high,unacc
387,vhigh,low,4,4,small,low,unacc
388,vhigh,low,4,4,small,med,unacc
390,vhigh,low,4,4,med,low,unacc
393,vhigh,low,4,4,big,low,unacc
396,vhigh,low,4,more,small,low,unacc
397,vhigh,low,4,more,small,med,unacc
399,vhigh,low,4,more,med,low,unacc
405,vhigh,low,5more,2,small,low,unacc
406,vhigh,low,5more,2,small,med,unacc
407,vhigh,low,5more,2,small,high,unacc
408,vhigh,low,5more,2,med,low,unacc
409,vhigh,low,5more,2,med,med,unacc
410,vhigh,low,5more,2,med,high,unacc
411,vhigh,low,5more,2,big,low,unacc
412,vhigh,low,5more,2,big,med,unacc
413,vhigh,low,5more,2,big,high,unacc
414,vhigh,low,5more,4,small,low,unacc
417,vhigh,low,5more,4,med,low,unacc
420,vhigh,low,5more,4,big,low,unacc
423,vhigh,low,5more,more,small,low,unacc
424,vhigh,low,5more,more,small,med,unacc
426,vhigh,low,5more,more,med,low,unacc
432,high,vhigh,2,2,small,low,unacc
434,high,vhigh,2,2,small,high,unacc
435,high,vhigh,2,2,med,low,unacc
436,high,vhigh,2,2,med,med,unacc
437,high,vhigh,2,2,med,high,unacc
438,high,vhigh,2,2,big,low,unacc
439,high,vhigh,2,2,big,med,unacc
440,high,vhigh,2,2,big,high,unacc
441,high,vhigh,2,4,small,low,unacc
442,high,vhigh,2,4,small,med,unacc
443,high,vhigh,2,4,small,high,unacc
444,high,vhigh,2,4,med,low,unacc
445,high,vhigh,2,4,med,med,unacc
446,high,vhigh,2,4,med,high,unacc
447,high,vhigh,2,4,big,low,unacc
448,high,vhigh,2,4,big,med,unacc
449,high,vhigh,2,4,big,high,unacc
450,high,vhigh,2,more,small,low,unacc
452,high,vhigh,2,more,small,high,unacc
453,high,vhigh,2,more,med,low,unacc
454,high,vhigh,2,more,med,med,unacc
455,high,vhigh,2,more,med,high,unacc
459,high,vhigh,3,2,small,low,unacc
460,high,vhigh,3,2,small,med,unacc
461,high,vhigh,3,2,small,high,unacc
464,high,vhigh,3,2,med,high,unacc
466,high,vhigh,3,2,big,med,unacc
467,high,vhigh,3,2,big,high,unacc
468,high,vhigh,3,4,small,low,unacc
469,high,vhigh,3,4,small,med,unacc
472,high,vhigh,3,4,med,med,unacc
473,high,vhigh,3,4,med,high,unacc
475,high,vhigh,3,4,big,med,unacc
476,high,vhigh,3,4,big,high,unacc
478,high,vhigh,3,more,small,med,unacc
479,high,vhigh,3,more,small,high,unacc
480,high,vhigh,3,more,med,low,unacc
481,high,vhigh,3,more,med,med,unacc
482,high,vhigh,3,more,med,high,unacc
483,high,vhigh,3,more,big,low,unacc
484,high,vhigh,3,more,big,med,unacc
485,high,vhigh,3,more,big,high,unacc
486,high,vhigh,4,2,small,low,unacc
487,high,vhigh,4,2,small,med,unacc
488,high,vhigh,4,2,small,high,unacc
489,high,vhigh,4,2,med,low,unacc
491,high,vhigh,4,2,med,high,unacc
492,high,vhigh,4,2,big,low,unacc
493,high,vhigh,4,2,big,med,unacc
495,high,vhigh,4,4,small,low,unacc
496,high,vhigh,4,4,small,med,unacc
498,high,vhigh,4,4,med,low,unacc
499,high,vhigh,4,4,med,med,unacc
500,high,vhigh,4,4,med,high,unacc
501,high,vhigh,4,4,big,low,unacc
502,high,vhigh,4,4,big,med,unacc
503,high,vhigh,4,4,big,high,unacc
504,high,vhigh,4,more,small,low,unacc
505,high,vhigh,4,more,small,med,unacc
506,high,vhigh,4,more,small,high,unacc
507,high,vhigh,4,more,med,low,unacc
509,high,vhigh,4,more,med,high,unacc
511,high,vhigh,4,more,big,med,unacc
513,high,vhigh,5more,2,small,low,unacc
516,high,vhigh,5more,2,med,low,unacc
517,high,vhigh,5more,2,med,med,unacc
519,high,vhigh,5more,2,big,low,unacc
520,high,vhigh,5more,2,big,med,unacc
521,high,vhigh,5more,2,big,high,unacc
522,high,vhigh,5more,4,small,low,unacc
523,high,vhigh,5more,4,small,med,unacc
526,high,vhigh,5more,4,med,med,unacc
527,high,vhigh,5more,4,med,high,unacc
528,high,vhigh,5more,4,big,low,unacc
532,high,vhigh,5more,more,small,med,unacc
534,high,vhigh,5more,more,med,low,unacc
535,high,vhigh,5more,more,med,med,unacc
536,high,vhigh,5more,more,med,high,unacc
538,high,vhigh,5more,more,big,med,unacc
539,high,vhigh,5more,more,big,high,unacc
540,high,high,2,2,small,low,unacc
541,high,high,2,2,small,med,unacc
542,high,high,2,2,small,high,unacc
543,high,high,2,2,med,low,unacc
544,high,high,2,2,med,med,unacc
545,high,high,2,2,med,high,unacc
548,high,high,2,2,big,high,unacc
552,high,high,2,4,med,low,unacc
555,high,high,2,4,big,low,unacc
558,high,high,2,more,small,low,unacc
560,high,high,2,more,small,high,unacc
569,high,high,3,2,small,high,unacc
571,high,high,3,2,med,med,unacc
572,high,high,3,2,med,high,unacc
573,high,high,3,2,big,low,unacc
574,high,high,3,2,big,med,unacc
575,high,high,3,2,big,high,unacc
576,high,high,3,4,small,low,unacc
577,high,high,3,4,small,med,unacc
579,high,high,3,4,med,low,unacc
580,high,high,3,4,med,med,unacc
585,high,high,3,more,small,low,unacc
588,high,high,3,more,med,low,unacc
591,high,high,3,more,big,low,unacc
594,high,high,4,2,small,low,unacc
595,high,high,4,2,small,med,unacc
596,high,high,4,2,small,high,unacc
597,high,high,4,2,med,low,unacc
598,high,high,4,2,med,med,unacc
599,high,high,4,2,med,high,unacc
601,high,high,4,2,big,med,unacc
602,high,high,4,2,big,high,unacc
603,high,high,4,4,small,low,unacc
604,high,high,4,4,small,med,unacc
612,high,high,4,more,small,low,unacc
613,high,high,4,more,small,med,unacc
618,high,high,4,more,big,low,unacc
621,high,high,5more,2,small,low,unacc
622,high,high,5more,2,small,med,unacc
623,high,high,5more,2,small,high,unacc
624,high,high,5more,2,med,low,unacc
625,high,high,5more,2,med,med,unacc
626,high,high,5more,2,med,high,unacc
629,high,high,5more,2,big,high,unacc
631,high,high,5more,4,small,med,unacc
633,high,high,5more,4,med,low,unacc
640,high,high,5more,more,small,med,unacc
642,high,high,5more,more,med,low,unacc
645,high,high,5more,more,big,low,unacc
648,high,med,2,2,small,low,unacc
649,high,med,2,2,small,med,unacc
650,high,med,2,2,small,high,unacc
651,high,med,2,2,med,low,unacc
652,high,med,2,2,med,med,unacc
653,high,med,2,2,med,high,unacc
654,high,med,2,2,big,low,unacc
656,high,med,2,2,big,high,unacc
657,high,med,2,4,small,low,unacc
658,high,med,2,4,small,med,unacc
660,high,med,2,4,med,low,unacc
661,high,med,2,4,med,med,unacc
666,high,med,2,more,small,low,unacc
667,high,med,2,more,small,med,unacc
668,high,med,2,more,small,high,unacc
670,high,med,2,more,med,med,unacc
672,high,med,2,more,big,low,unacc
675,high,med,3,2,small,low,unacc
676,high,med,3,2,small,med,unacc
681,high,med,3,2,big,low,unacc
687,high,med,3,4,med,low,unacc
690,high,med,3,4,big,low,unacc
696,high,med,3,more,med,low,unacc
699,high,med,3,more,big,low,unacc
704,high,med,4,2,small,high,unacc
707,high,med,4,2,med,high,unacc
708,high,med,4,2,big,low,unacc
709,high,med,4,2,big,med,unacc
710,high,med,4,2,big,high,unacc
711,high,med,4,4,small,low,unacc
712,high,med,4,4,small,med,unacc
714,high,med,4,4,med,low,unacc
717,high,med,4,4,big,low,unacc
720,high,med,4,more,small,low,unacc
721,high,med,4,more,small,med,unacc
723,high,med,4,more,med,low,unacc
726,high,med,4,more,big,low,unacc
729,high,med,5more,2,small,low,unacc
732,high,med,5more,2,med,low,unacc
733,high,med,5more,2,med,med,unacc
735,high,med,5more,2,big,low,unacc
737,high,med,5more,2,big,high,unacc
738,high,med,5more,4,small,low,unacc
739,high,med,5more,4,small,med,unacc
741,high,med,5more,4,med,low,unacc
744,high,med,5more,4,big,low,unacc
747,high,med,5more,more,small,low,unacc
753,high,med,5more,more,big,low,unacc
756,high,low,2,2,small,low,unacc
757,high,low,2,2,small,med,unacc
758,high,low,2,2,small,high,unacc
759,high,low,2,2,med,low,unacc
761,high,low,2,2,med,high,unacc
764,high,low,2,2,big,high,unacc
766,high,low,2,4,small,med,unacc
768,high,low,2,4,med,low,unacc
769,high,low,2,4,med,med,unacc
771,high,low,2,4,big,low,unacc
774,high,low,2,more,small,low,unacc
775,high,low,2,more,small,med,unacc
776,high,low,2,more,small,high,unacc
777,high,low,2,more,med,low,unacc
778,high,low,2,more,med,med,unacc
780,high,low,2,more,big,low,unacc
783,high,low,3,2,small,low,unacc
786,high,low,3,2,med,low,unacc
787,high,low,3,2,med,med,unacc
788,high,low,3,2,med,high,unacc
790,high,low,3,2,big,med,unacc
791,high,low,3,2,big,high,unacc
792,high,low,3,4,small,low,unacc
793,high,low,3,4,small,med,unacc
795,high,low,3,4,med,low,unacc
796,high,low,3,4,med,med,unacc
798,high,low,3,4,big,low,unacc
802,high,low,3,more,small,med,unacc
807,high,low,3,more,big,low,unacc
810,high,low,4,2,small,low,unacc
812,high,low,4,2,small,high,unacc
813,high,low,4,2,med,low,unacc
816,high,low,4,2,big,low,unacc
818,high,low,4,2,big,high,unacc
819,high,low,4,4,small,low,unacc
820,high,low,4,4,small,med,unacc
825,high,low,4,4,big,low,unacc
829,high,low,4,more,small,med,unacc
831,high,low,4,more,med,low,unacc
838,high,low,5more,2,small,med,unacc
839,high,low,5more,2,small,high,unacc
841,high,low,5more,2,med,med,unacc
843,high,low,5more,2,big,low,unacc
845,high,low,5more,2,big,high,unacc
847,high,low,5more,4,small,med,unacc
849,high,low,5more,4,med,low,unacc
852,high,low,5more,4,big,low,unacc
855,high,low,5more,more,small,low,unacc
856,high,low,5more,more,small,med,unacc
861,high,low,5more,more,big,low,unacc
865,med,vhigh,2,2,small,med,unacc
866,med,vhigh,2,2,small,high,unacc
869,med,vhigh,2,2,med,high,unacc
870,med,vhigh,2,2,big,low,unacc
871,med,vhigh,2,2,big,med,unacc
872,med,vhigh,2,2,big,high,unacc
873,med,vhigh,2,4,small,low,unacc
874,med,vhigh,2,4,small,med,unacc
876,med,vhigh,2,4,med,low,unacc
877,med,vhigh,2,4,med,med,unacc
879,med,vhigh,2,4,big,low,unacc
882,med,vhigh,2,more,small,low,unacc
883,med,vhigh,2,more,small,med,unacc
884,med,vhigh,2,more,small,high,unacc
886,med,vhigh,2,more,med,med,unacc
892,med,vhigh,3,2,small,med,unacc
893,med,vhigh,3,2,small,high,unacc
894,med,vhigh,3,2,med,low,unacc
896,med,vhigh,3,2,med,high,unacc
897,med,vhigh,3,2,big,low,unacc
900,med,vhigh,3,4,small,low,unacc
901,med,vhigh,3,4,small,med,unacc
906,med,vhigh,3,4,big,low,unacc
909,med,vhigh,3,more,small,low,unacc
910,med,vhigh,3,more,small,med,unacc
912,med,vhigh,3,more,med,low,unacc
918,med,vhigh,4,2,small,low,unacc
920,med,vhigh,4,2,small,high,unacc
921,med,vhigh,4,2,med,low,unacc
922,med,vhigh,4,2,med,med,unacc
925,med,vhigh,4,2,big,med,unacc
926,med,vhigh,4,2,big,high,unacc
928,med,vhigh,4,4,small,med,unacc
933,med,vhigh,4,4,big,low,unacc
937,med,vhigh,4,more,small,med,unacc
939,med,vhigh,4,more,med,low,unacc
942,med,vhigh,4,more,big,low,unacc
945,med,vhigh,5more,2,small,low,unacc
946,med,vhigh,5more,2,small,med,unacc
947,med,vhigh,5more,2,small,high,unacc
948,med,vhigh,5more,2,med,low,unacc
950,med,vhigh,5more,2,med,high,unacc
953,med,vhigh,5more,2,big,high,unacc
955,med,vhigh,5more,4,small,med,unacc
957,med,vhigh,5more,4,med,low,unacc
960,med,vhigh,5more,4,big,low,unacc
963,med,vhigh,5more,more,small,low,unacc
964,med,vhigh,5more,more,small,med,unacc
966,med,vhigh,5more,more,med,low,unacc
969,med,vhigh,5more,more,big,low,unacc
972,med,high,2,2,small,low,unacc
975,med,high,2,2,med,low,unacc
976,med,high,2,2,med,med,unacc
977,med,high,2,2,med,high,unacc
979,med,high,2,2,big,med,unacc
981,med,high,2,4,small,low,unacc
982,med,high,2,4,small,med,unacc
984,med,high,2,4,med,low,unacc
987,med,high,2,4,big,low,unacc
990,med,high,2,more,small,low,unacc
991,med,high,2,more,small,med,unacc
992,med,high,2,more,small,high,unacc
993,med,high,2,more,med,low,unacc
994,med,high,2,more,med,med,unacc
1000,med,high,3,2,small,med,unacc
1001,med,high,3,2,small,high,unacc
1002,med,high,3,2,med,low,unacc
1003,med,high,3,2,med,med,unacc
1005,med,high,3,2,big,low,unacc
1006,med,high,3,2,big,med,unacc
1007,med,high,3,2,big,high,unacc
1008,med,high,3,4,small,low,unacc
1009,med,high,3,4,small,med,unacc
1011,med,high,3,4,med,low,unacc
1012,med,high,3,4,med,med,unacc
1017,med,high,3,more,small,low,unacc
1028,med,high,4,2,small,high,unacc
1029,med,high,4,2,med,low,unacc
1030,med,high,4,2,med,med,unacc
1032,med,high,4,2,big,low,unacc
1033,med,high,4,2,big,med,unacc
1034,med,high,4,2,big,high,unacc
1035,med,high,4,4,small,low,unacc
1036,med,high,4,4,small,med,unacc
1044,med,high,4,more,small,low,unacc
1045,med,high,4,more,small,med,unacc
1047,med,high,4,more,med,low,unacc
1053,med,high,5more,2,small,low,unacc
1054,med,high,5more,2,small,med,unacc
1055,med,high,5more,2,small,high,unacc
1056,med,high,5more,2,med,low,unacc
1057,med,high,5more,2,med,med,unacc
1058,med,high,5more,2,med,high,unacc
1061,med,high,5more,2,big,high,unacc
1063,med,high,5more,4,small,med,unacc
1065,med,high,5more,4,med,low,unacc
1068,med,high,5more,4,big,low,unacc
1071,med,high,5more,more,small,low,unacc
1074,med,high,5more,more,med,low,unacc
1077,med,high,5more,more,big,low,unacc
1080,med,med,2,2,small,low,unacc
1082,med,med,2,2,small,high,unacc
1084,med,med,2,2,med,med,unacc
1085,med,med,2,2,med,high,unacc
1086,med,med,2,2,big,low,unacc
1087,med,med,2,2,big,med,unacc
1088,med,med,2,2,big,high,unacc
1089,med,med,2,4,small,low,unacc
1092,med,med,2,4,med,low,unacc
1095,med,med,2,4,big,low,unacc
1098,med,med,2,more,small,low,unacc
